40.731314,-73.982587
40.732342,-73.984948
40.733279,-73.987197
40.733995,-73.988782
40.734651,-73.990406
40.735211,-73.991703
40.7360158,-73.9936331
40.737368,-73.9968432
40.7385652,-73.9996865
40.7397433,-74.0025294
40.7408398,-74.0051382
40.7421006,-74.0081914
40.7424693,-74.0086858
40.732033,-73.982091
40.733033,-73.984438
40.733998,-73.986689
40.734637,-73.988294
40.735349,-73.989907
40.735899,-73.991248
40.7366894,-73.9931526
40.7380268,-73.9963437
40.739243,-73.999185
40.740444,-74.002019
40.741636,-74.004903
40.7428202,-74.0077185
40.7432522,-74.0087289
40.732657,-73.9816
40.733663,-73.983977
40.734619,-73.98621
40.735289,-73.98783
40.735969,-73.98946
40.736529,-73.990774
40.7373355,-73.9926643
40.7386869,-73.9958737
40.7398871,-73.9987303
40.7410712,-74.0015593
40.7422925,-74.004457
40.7434745,-74.0072347
40.7440351,-74.0085773
40.733251,-73.981168
40.734248,-73.983559
40.735186,-73.985803
40.73587,-73.987401
40.736562,-73.988994
40.737114,-73.990373
40.7379164,-73.9922246
40.7392873,-73.9954468
40.7404763,-73.9982943
40.7416646,-74.0011315
40.7428845,-74.0040091
40.744061,-74.006811
40.7447302,-74.0084554
40.733824,-73.980755
40.734825,-73.983119
40.735802,-73.985385
40.736459,-73.986975
40.737143,-73.988569
40.737777,-73.990122
40.7384903,-73.9918083
40.7398526,-73.9950216
40.741048,-73.997878
40.742254,-74.000703
40.7434718,-74.0035793
40.7446557,-74.0063795
40.7453567,-74.0081378
40.734434,-73.980304
40.7354347,-73.9826915
40.736375,-73.984945
40.737054,-73.986535
40.737727,-73.988163
40.73851,-73.989961
40.739093,-73.991379
40.740436,-73.994632
40.7416504,-73.9974349
40.742839,-74.000275
40.7440493,-74.003174
40.7452343,-74.0059515
40.7460955,-74.0079944
40.734997,-73.979886
40.7360128,-73.9822792
40.736971,-73.9845136
40.737637,-73.986117
40.738313,-73.98774
40.739197,-73.989757
40.7396799,-73.9909531
40.741004,-73.994134
40.742239,-73.996994
40.743424,-73.999842
40.7446392,-74.0027306
40.7458183,-74.0055317
40.7468022,-74.0078626
40.735615,-73.979468
40.7366022,-73.9818561
40.7375471,-73.9840845
40.738218,-73.985688
40.738914,-73.987302
40.739855,-73.989607
40.740268,-73.990546
40.7416224,-73.99375
40.7428131,-73.9965997
40.744009,-73.999424
40.7452271,-74.0023036
40.7464045,-74.0051253
40.7475035,-74.0077332
40.736239,-73.979031
40.737222,-73.981404
40.7381787,-73.9836482
40.738844,-73.985215
40.739533,-73.986903
40.740595,-73.989392
40.740888,-73.990075
40.7422326,-73.9932831
40.7434433,-73.9961507
40.7446311,-73.9989763
40.7458471,-74.0018474
40.7470178,-74.0046633
40.7481803,-74.0074286
40.736882,-73.978527
40.737897,-73.980897
40.738832,-73.983157
40.739502,-73.984721
40.740181,-73.986369
40.740903,-73.988005
40.741565,-73.989594
40.742902,-73.99279
40.7441027,-73.9956435
40.745296,-73.998484
40.746518,-74.001375
40.7476959,-74.0041718
40.7488622,-74.0069398
40.7375442,-73.9780538
40.738572,-73.980489
40.7394962,-73.982669
40.740181,-73.98427
40.740865,-73.98589
40.741504,-73.987477
40.7422051,-73.9890986
40.743548,-73.992316
40.7447655,-73.9951703
40.745952,-73.998009
40.74717,-74.0008625
40.7483593,-74.0036876
40.749546,-74.0066086
40.7381657,-73.9775889
40.7391865,-73.9799897
40.7401168,-73.9822027
40.740819,-73.983814
40.741467,-73.985436
40.742154,-73.987047
40.7428275,-73.9886426
40.744167,-73.991859
40.7453898,-73.9947094
40.746581,-73.997552
40.747753,-74.000398
40.7489821,-74.0032397
40.750183,-74.0060963
40.7387856,-73.9771481
40.7397923,-73.9795422
40.7407369,-73.9817546
40.7414,-73.983385
40.742085,-73.984985
40.742751,-73.986588
40.743458,-73.9881992
40.7447955,-73.9914219
40.7459988,-73.9942772
40.7472041,-73.9970975
40.7484192,-73.9999939
40.7496009,-74.0027918
40.7507957,-74.0056282
40.7393956,-73.9766952
40.7404238,-73.9790846
40.7413335,-73.9813051
40.742018,-73.982929
40.742687,-73.984534
40.743385,-73.986164
40.7440656,-73.987754
40.745418,-73.9909623
40.746612,-73.993807
40.7478166,-73.9966529
40.749089,-73.999512
40.7502166,-74.0023398
40.7514154,-74.0051723
40.7400154,-73.976246
40.74104,-73.9786526
40.7419747,-73.9808689
40.7426414,-73.9824624
40.7433502,-73.9841347
40.7440111,-73.9856917
40.7446868,-73.9873046
40.7460422,-73.9905126
40.7472392,-73.9933645
40.7484335,-73.9962003
40.7496442,-73.9990832
40.7508373,-74.0018852
40.7520323,-74.0047257
40.7406533,-73.9757878
40.7416519,-73.978197
40.7425974,-73.9803981
40.7432658,-73.9819942
40.7439653,-73.9836904
40.7446277,-73.9852465
40.7452995,-73.9868411
40.746657,-73.9900516
40.7478614,-73.9929174
40.7490539,-73.9957485
40.7502703,-73.9986404
40.7514581,-74.0014386
40.7526522,-74.004272
40.7412687,-73.9753402
40.7421167,-73.9773296
40.7431951,-73.9799523
40.7438725,-73.9815564
40.7445263,-73.9831236
40.7452406,-73.9847924
40.7459153,-73.9864107
40.7472675,-73.9896202
40.7484708,-73.9924674
40.7496747,-73.9952986
40.7509146,-73.9981561
40.7520595,-74.0010296
40.7532776,-74.0038583
40.741927,-73.974901
40.7428747,-73.97728
40.7438203,-73.9795001
40.744495,-73.9811168
40.745202,-73.982795
40.745861,-73.9843439
40.7465393,-73.9859729
40.747893,-73.9891689
40.749101,-73.992006
40.7502803,-73.9948322
40.7514817,-73.9977506
40.7527126,-74.0005291
40.753817,-74.003394
40.742618,-73.974331
40.7435081,-73.9768341
40.744452,-73.9790704
40.7451268,-73.9806609
40.74578,-73.9822186
40.7464794,-73.983881
40.7471648,-73.985504
40.7485077,-73.9887129
40.7497096,-73.991556
40.750929,-73.994362
40.752132,-73.997248
40.753327,-74.000123
40.754408,-74.002985
