173.75501357342074,186.87034030872357,199.96598866977436,211.77326093745339,223.53154269730413,235.28853561100124,247.20793449038891,258.74756048103058,271.19502387964144,284.81272500953901,297.83429958231153,310.41328267200237,323.06262365426176,335.8204635859222,347.90675102000307,360.29427104012552,372.63572014356464,384.5121524010184,396.31307349316711,410.00963143567611,423.56940646890763,436.61357116500244,449.038077828724,461.63393648926603,473.96980023981837,486.50791792331631,498.5595509709118,511.57748287235694,525.19649052980799,538.4201201521239,550.89234994577544,563.45767714973692,576.12959000368664,588.93764919014677,600.95180578595568,613.64951969358663,626.22638016442397,638.9900801635597,651.25971382966247,663.95572738630256,676.55423860392045,689.47408957580626,701.87430959132212,715.68046101116931,729.28042209972909,741.75536603684679
-654.78045448752755,-588.67245984374722,-527.26116951110544,-482.58401093790644,-439.13607175613373,-389.79059260999344,-348.36596703564254,-260.86330977886126,-181.5914852355863,-103.73582420579804,-24.53625741410174,53.091138201350965,109.57413549852849
